comment_id,episode,sentiment,intensity
i140sor,6,curious,
i140xdz,6,confused,
i1411pg,6,confused,
i1411pg,6,interested,
i1414sp,6,angry,
i1414sp,6,scared,
i1415lo,6,shocked,
i1415lo,6,excited,
i14179d,6,amused,
i14179d,6,confused,
i141910,6,curious,
i1419gg,6,confused,
i1419gg,6,curious,
i141bhf,6,angry,
i141bhf,6,disappointed,
i141cb6,6,excited,
i141cb6,6,confused,
i141eza,6,confused,
i141eza,6,impressed,
i141j29,6,confused,
i141j29,6,annoyed,
i141kh1,6,confused,
i141nsa,6,confused,
i141nsa,6,curious,
i141nuv,6,confused,
i141nuv,6,amused,
i141xzu,6,curious,
i141xzu,6,speculative,
i141ycq,6,disappointed,
i141ycq,6,sad,
i141zs5,6,shocked,
i141zs5,6,confused,
i1420gf,6,excited,
i1420gf,6,confused,
i1425c6,6,relieved,
i1425c6,6,amused,
i1425cq,6,confused,
i1426c2,6,amused,
i1426c2,6,confused,
i142dwm,6,confused,
i142dwm,6,curious,
i142iu8,6,confused,
i142mav,6,confused,
i142phn,6,confused,
i142qf4,6,love,
i142qf4,6,excited,
i142uky,6,amused,
i142uky,6,confused,
i142wk1,6,confused,
i142xr8,6,shocked,
i142xr8,6,amused,
i142z3r,6,impressed,
i14380x,6,curious,
i143gvr,6,confused,
i143ivt,6,impressed,
i143jyh,6,shocked,
i143jyh,6,confused,
i143jyh,6,impressed,
i143mm5,6,confused,
i143mm5,6,impressed,
i143pwi,6,impressed,
i143rjs,6,excited,
i143s9y,6,excited,
i143s9y,6,confused,
i143w4h,6,confused,
i143ydo,6,impressed,
i1440do,6,confused,
i1440uc,6,shocked,
i1440uc,6,scared,
i1443fw,6,excited,
i1443fw,6,confused,
i1446u1,6,confused,
i144dfa,6,confused,
i144dfa,6,impressed,
i144g3n,6,shocked,
i144g3n,6,confused,
i144gz4,6,confused,
i144h7v,6,confused,
i144h7v,6,curious,
i144hp2,6,confused,
i144jtb,6,impressed,
i144swa,6,shocked,
i144swa,6,confused,
i144swa,6,impressed,
i144t5o,6,confused,
i144yoc,6,confused,
i144yoc,6,impressed,
i1452gw,6,confused,
i1458yh,6,excited,
i1458yh,6,confused,
i1459vm,6,confused,
i145fkr,6,curious,
i145ha1,6,amused,
i145ls0,6,confused,
i145p3a,6,confused,
i145p3a,6,impressed,
i145s1n,6,confused,
i145s3p,6,confused,
i145s96,6,impressed,
i145s96,6,annoyed,
i145s96,6,excited,
i145ud1,6,confused,
i145ud1,6,curious,
i145wj0,6,confused,
i145zzg,6,shocked,
i145zzg,6,excited,
i145zzg,6,sad,
i145zzg,6,impressed,
i14612r,6,confused,
i1462jz,6,confused,
i1462jz,6,excited,
i14638i,6,shocked,
i14638i,6,confused,
i14643x,6,confused,
i1466h4,6,shocked,
i1466h4,6,excited,
i1466h4,6,confused,
i1466h4,6,amused,
i1467h6,6,confused,
i1469p9,6,impressed,
i146apn,6,confused,
i146avi,6,confused,
i146c8j,6,excited,
i146c8j,6,amused,
i146ehp,6,impressed,
i146ehp,6,amused,
i146em5,6,confused,
i146em5,6,curious,
i146fcj,6,shocked,
i146fcj,6,excited,
i146hem,6,curious,
i146hem,6,thoughtful,
i146iur,6,confused,
i146mln,6,confused,
i146mln,6,impressed,
i146yrc,6,confused,
i146yrc,6,shocked,
i146yrc,6,excited,
i1472vw,6,confused,
i1472vw,6,annoyed,
i14739a,6,confused,
i147633,6,confused,
i147633,6,curious,
i1477v3,6,confused,
i1477v3,6,curious,
i147awf,6,impressed,
i147bfp,6,excited,
i147bfp,6,confused,
i147bfp,6,angry,
i147bfp,6,amused,
i147byt,6,confused,
i147byt,6,impressed,
i147h3f,6,confused,
i147lv9,6,confused,
i147lx1,6,excited,
i147mm0,6,confused,
i147rck,6,amused,
i147rck,6,confused,
i147srl,6,worried,
i147srl,6,relieved,
i147srl,6,excited,
i147zl7,6,excited,
i14823k,6,confused,
i14856l,6,amused,
i14856l,6,confused,
i148el5,6,shocked,
i148el5,6,confused,
i148fpe,6,confused,
i148fpe,6,impressed,
i148gtd,6,confused,
i148gtd,6,curious,
i148nxf,6,confused,
i148obo,6,confused,
i148obo,6,scared,
i148p9q,6,confused,
i148p9q,6,impressed,
i148up1,6,excited,
i148yp9,6,excited,
i1490x0,6,shocked,
i1490x0,6,confused,
i14920t,6,impressed,
i1492r4,6,confused,
i149365,6,confused,
i149365,6,shocked,
i1493b0,6,impressed,
i1493b0,6,confused,
i1495nh,6,confused,
i14971h,6,shocked,
i14971h,6,angry,
i149ae1,6,impressed,
i149ae1,6,curious,
i149e2y,6,confused,
i149e2y,6,curious,
i149ftb,6,confused,
i149h7t,6,excited,
i149h7t,6,impressed,
i149hx5,6,confused,
i149hx5,6,disappointed,
i149isr,6,confused,
i149isr,6,impressed,
i149lc1,6,confused,
i149ms9,6,confused,
i149ms9,6,curious,
i149x6f,6,confused,
i14a263,6,amused,
i14a2td,6,confused,
i14a2td,6,curious,
i14a4v6,6,confused,
i14a4v6,6,excited,
i14a58d,6,confused,
i14a58d,6,impressed,
i14a73i,6,amused,
i14a73i,6,annoyed,
i14acg4,6,confused,
i14aeae,6,confused,
i14aeae,6,disappointed,
i14afhy,6,excited,
i14ahpd,6,concerned,
i14ahpd,6,anxious,
i14ai5b,6,shocked,
i14ai5b,6,angry,
i14ai5b,6,confused,
i14aiz0,6,confused,
i14aiz0,6,shocked,
i14al8s,6,confused,
i14al8s,6,impressed,
i14anjz,6,confused,
i14anjz,6,curious,
i14apul,6,sad,
i14arep,6,impressed,
i14as3j,6,shocked,
i14as3j,6,excited,
i14awro,6,confused,
i14azi9,6,confused,
i14azi9,6,impressed,
i14b0wr,6,confused,
i14b7h3,6,shocked,
i14b7h3,6,excited,
i14b7h3,6,impressed,
i14b9zx,6,confused,
i14b9zx,6,scared,
i14bd4p,6,confused,
i14bm1b,6,shocked,
i14bm1b,6,angry,
i14bmig,6,confused,
i14bmig,6,shocked,
i14bt5y,6,surprised,
i14bt5y,6,excited,
i14buy9,6,confused,
i14bvcw,6,confused,
i14bvcw,6,concerned,
i14bvr4,6,confused,
i14bvr4,6,impressed,
i14byyy,6,confused,
i14byyy,6,scared,
i14byyy,6,impressed,
i14bzbh,6,confused,
i14c613,6,confused,
i14c613,6,impressed,
i14c81r,6,impressed,
i14chll,6,confused,
i14chll,6,impressed,
i14cj1t,6,impressed,
i14cj72,6,excited,
i14clgq,6,confused,
i14clgq,6,scared,
i14clz5,6,disappointed,
i14crqi,6,amused,
i14d975,6,confused,
i14d975,6,shocked,
i14da5g,6,confused,
i14dfya,6,confused,
i14dn0v,6,confused,
i14dn0v,6,sad,
i14dt53,6,love,
i14dt53,6,scared,
i14dxwl,6,confused,
i14dxwl,6,shocked,
i14dykg,6,excited,
i14dypv,6,shocked,
i14dypv,6,confused,
i14dypv,6,sad,
i14eeh1,6,confused,
i14emzy,6,confused,
i14eqmu,6,confused,
i14exfr,6,confused,
i14ey4p,6,impressed,
i14f621,6,confused,
i14fhlj,6,impressed,
i14fltv,6,excited,
i14ft1i,6,confused,
i14fzf4,6,confused,
i14fzf4,6,curious,
i14g0lv,6,confused,
i14g0lv,6,impressed,
i14g8ro,6,confused,
i14g9yc,6,impressed,
i14g9yc,6,amused,
i14gecb,6,shocked,
i14gecb,6,impressed,
i14gefe,6,amused,
i14ggt6,6,confused,
i14gkrh,6,confused,
i14gnsk,6,love,
i14gnsk,6,excited,
i14gnsl,6,sad,
i14gnsl,6,angry,
i14gnsl,6,confused,
i14gntu,6,confused,
i14gntu,6,impressed,
i14grbt,6,confused,
i14gryk,6,confused,
i14gryk,6,amused,
i14gtmv,6,amused,
i14gtyg,6,confused,
i14h1yq,6,angry,
i14h1yq,6,confused,
i14h2xl,6,impressed,
i14h2xl,6,disappointed,
i14hfbs,6,amused,
i14hiel,6,confused,
i14hiel,6,disappointed,
i14hipd,6,confused,
i14hm3b,6,confused,
i14hvbf,6,confused,
i14j82w,6,confused,
i14j82w,6,impressed,
i14je31,6,confused,
i14jjum,6,excited,
i14jo0c,6,confused,
i14jo0c,6,scared,
i14jqdu,6,confused,
i14jqdu,6,suspicious,
i14lb0b,6,confused,
i14lb0b,6,curious,
i14ljl4,6,confused,
i14ljl4,6,concerned,
i14lpcx,6,confused,
i14lpcx,6,impressed,
i14m4ox,6,shocked,
i14m4ox,6,angry,
i14mirq,6,confused,
i14mwoi,6,disappointed,
i14mwoi,6,confused,
i14mwoi,6,annoyed,
i14n5em,6,confused,
i14o5kp,6,confused,
i14o5kp,6,impressed,
i14ozee,6,impressed,
i14ozee,6,excited,
i14ozee,6,shocked,
i14p2ru,6,confused,
i14p2ru,6,impressed,
i14p2zq,6,amused,
i14pgkf,6,impressed,
i14pgkf,6,excited,
i14ps2i,6,shocked,
i14ps2i,6,excited,
i14ps2i,6,scared,
i14pzlq,6,confused,
i14q615,6,confused,
i14qjtk,6,confused,
i14qjtk,6,speculative,
i14qldi,6,impressed,
i14qldi,6,excited,
i14qu19,6,shocked,
i14qu19,6,uncomfortable,
i14qu19,6,confused,
i14qu19,6,excited,
i14qzp0,6,excited,
i14qzp0,6,confused,
i14r2v9,6,impressed,
i14r3px,6,confused,
i14r3px,6,curious,
i14r90g,6,angry,
i14r90g,6,confused,
i14reri,6,confused,
i14rido,6,confused,
i14rido,6,scared,
i14rl1p,6,confused,
i14rmp6,6,impressed,
i14rmp6,6,thoughtful,
i14rqby,6,confused,
i14rss8,6,hopeful,
i14rss8,6,optimistic,
i14s1jk,6,confused,
i14ssl7,6,confused,
i14ti35,6,impressed,
i14ti35,6,confused,
i14tpyf,6,sad,
i14tpyf,6,disappointed,
i14uh8g,6,shocked,
i14uh8g,6,confused,
i14uh8g,6,disappointed,
i14vaqa,6,confused,
i14vaqa,6,impressed,
i14w0r6,6,annoyed,
i14wp8y,6,curious,
i14wp8y,6,intrigued,
i14xvcx,6,amused,
i14y9ng,6,confused,
i14ybvi,6,impressed,
i14ygia,6,confused,
i14yoc9,6,impressed,
i14z8ja,6,angry,
i14z8ja,6,impressed,
i14zad1,6,surprised,
i14zad1,6,curious,
i14zgnb,6,confused,
i14zgnb,6,amused,
i150hw1,6,excited,
i150hw1,6,impressed,
i1517mr,6,confused,
i151exr,6,amused,
i151kwe,6,confused,
i151kwe,6,impressed,
i151qx1,6,disappointed,
i151qx1,6,confused,
i151qx1,6,annoyed,
i1520wu,6,disappointed,
i1520wu,6,confused,
i152pdb,6,impressed,
i152tjz,6,confused,
i152xxq,6,curious,
i152xxq,6,intrigued,
i1533x9,6,confused,
i1533x9,6,impressed,
i153789,6,confused,
i1538c1,6,shocked,
i1538c1,6,excited,
i1538c1,6,confused,
i153iz1,6,excited,
i153iz1,6,impressed,
i153iz1,6,confused,
i153ovf,6,impressed,
i153ovf,6,confused,
i1540u6,6,impressed,
i154cn1,6,confused,
i154cn1,6,excited,
i154lbi,6,confused,
i154lbi,6,disappointed,
i15505r,6,disappointed,
i15505r,6,confused,
i15505r,6,annoyed,
i15508b,6,confused,
i15508b,6,impressed,
i15510p,6,confused,
i15510p,6,impressed,
i1557g4,6,confused,
i1557g4,6,amused,
i1559e3,6,impressed,
i1561q6,6,confused,
i156ezj,6,excited,
i156s4l,6,confused,
i156yi8,6,confused,
i1576k7,6,confused,
i1576k7,6,sad,
i1577z1,6,confused,
i157uqw,6,impressed,
i158gz6,6,confused,
i158gz6,6,impressed,
i158qx8,6,excited,
i1595a1,6,confused,
i1595a1,6,interested,
i159rrr,6,confused,
i159tjv,6,amused,
i15a6ia,6,confused,
i15a6ia,6,impressed,
i15a6xb,6,confused,
i15a70l,6,confused,
i15ai1f,6,alarmed,
i15ai1f,6,concerned,
i15amus,6,confused,
i15amus,6,impressed,
i15aszz,6,confused,
i15aszz,6,impressed,
i15azgf,6,confused,
i15b5yx,6,confused,
i15b5yx,6,impressed,
i15bd2v,6,confused,
i15bga1,6,confused,
i15bir1,6,confused,
i15bir1,6,curious,
i15byew,6,confused,
i15c8is,6,confused,
i15c8is,6,sad,
i15c8rj,6,confused,
i15c8rj,6,shocked,
i15cmzz,6,curious,
i15cmzz,6,confused,
i15cpqh,6,confused,
i15cpqh,6,shocked,
i15cqbt,6,disappointed,
i15cqbt,6,relieved,
i15cryp,6,confused,
i15cux2,6,impressed,
i15d5s9,6,confused,
i15d5s9,6,curious,
i15dxol,6,confused,
i15dxol,6,annoyed,
i15dzu8,6,impressed,
i15dzu8,6,confused,
i15eoq0,6,love,
i15eoq0,6,excited,
i15eoq0,6,confused,
i15ez5a,6,confused,
i15ez5a,6,curious,
i15fcgb,6,impressed,
i15fmei,6,confused,
i15fmei,6,impressed,
i15fwy3,6,impressed,
i15fwy3,6,annoyed,
i15g7t4,6,confused,
i15g7t4,6,impressed,
i15gqqo,6,confused,
i15gqqo,6,amused,
i15gu5w,6,amused,
i15h5gk,6,impressed,
i15hfph,6,confused,
i15hfph,6,impressed,
i15hksm,6,confused,
i15hksm,6,impressed,
i15hsvg,6,confused,
i15hsvg,6,amused,
i15hv8k,6,confused,
i15hv8k,6,amused,
i15i92c,6,shocked,
i15i92c,6,angry,
i15i9ik,6,confused,
i15id4y,6,confused,
i15id4y,6,impressed,
i15ifof,6,curious,
i15ifof,6,amused,
i15iq5w,6,moved,
i15j6lq,6,confused,
i15jbqd,6,confused,
i15jbqd,6,impressed,
i15jshv,6,confused,
i15jshv,6,disappointed,
i15jtkt,6,confused,
i15jtkt,6,sad,
i15jw2h,6,confused,
i15k7pv,6,excited,
i15k7pv,6,confused,
i15k9ye,6,confused,
i15kdeq,6,excited,
i15kdeq,6,confused,
i15khsu,6,confused,
i15khsu,6,impressed,
i15ko40,6,amused,
i15kp8e,6,amused,
i15kp8e,6,love,
i15l4id,6,confused,
i15l4id,6,impressed,
i15lehc,6,love,
i15lehc,6,impressed,
i15lhy7,6,excited,
i15lhy7,6,curious,
i15lm2o,6,excited,
i15lpf8,6,confused,
i15lpf8,6,impressed,
i15ltih,6,excited,
i15ltih,6,confused,
i15m6ai,6,confused,
i15mgpq,6,excited,
i15mgpq,6,amused,
i15mmsv,6,curious,
i15mwab,6,confused,
i15n81o,6,amused,
i15nbbq,6,confused,
i15nkgz,6,confused,
i15nkgz,6,excited,
i15ny2h,6,excited,
i15ny2h,6,confused,
i15nyf1,6,confused,
i15nyf1,6,sad,
i15o1uk,6,confused,
i15o1uk,6,curious,
i15o8yq,6,confused,
i15o8yq,6,curious,
i15olcb,6,confused,
i15phdz,6,confused,
i15phdz,6,impressed,
i15pq7o,6,confused,
i15pq7o,6,annoyed,
i15q22v,6,shocked,
i15q22v,6,confused,
i15qejp,6,excited,
i15qejp,6,impressed,
i15qejp,6,amused,
i15qfm1,6,confused,
i15qfm1,6,curious,
i15qxvn,6,confused,
i15r1ap,6,amused,
i15r6bf,6,confused,
i15rck3,6,confused,
i15rck3,6,excited,
i15rkyd,6,amused,
i15rmzw,6,confused,
i15rmzw,6,impressed,
i15rul2,6,confused,
i15rul2,6,curious,
i15s63k,6,confused,
i15s7go,6,confused,
i15s7go,6,suspicious,
i15s7tn,6,confused,
i15s8uu,6,impressed,
i15s8uu,6,scared,
i15sgj1,6,confused,
i15sgj1,6,excited,
i15sior,6,amused,
i15sior,6,excited,
i15sq6c,6,confused,
i15sq6c,6,curious,
i15sqer,6,confused,
i15sqer,6,excited,
i15srw8,6,amused,
i15ssvm,6,confused,
i15ssvm,6,amused,
i15suaw,6,impressed,
i15svye,6,confused,
i15sz7j,6,hopeful,
i15sz7j,6,curious,
i15sz7j,6,concerned,
i15t0de,6,impressed,
i15tgie,6,love,
i15tgie,6,impressed,
i15tj4t,6,impressed,
i15tmzb,6,confused,
i15tmzb,6,impressed,
i15u2di,6,annoyed,
i15uao2,6,confused,
i15uao2,6,shocked,
i15uf2k,6,confused,
i15uwhj,6,confused,
i15v0q7,6,confused,
i15v0q7,6,curious,
i15v7ov,6,confused,
i15v941,6,confused,
i15v941,6,amused,
i15vdy3,6,confused,
i15vfgs,6,amused,
i15vgfl,6,confused,
i15vgfl,6,impressed,
i15vkuj,6,confused,
i15vnsj,6,confused,
i15vnsj,6,concerned,
i15vt51,6,love,
i15vt51,6,excited,
i15vu5i,6,confused,
i15vu5i,6,curious,
i15vxmt,6,confused,
i15w0a8,6,confused,
i15w8fh,6,confused,
i15w8fh,6,impressed,
i15w9uk,6,confused,
i15wht6,6,amused,
i15wlwq,6,confused,
i15xoji,6,confused,
i15xoji,6,disappointed,
i15xoji,6,annoyed,
i15xphu,6,confused,
i15xzce,6,confused,
i15y93j,6,confused,
i15y93j,6,concerned,
i15yj8b,6,confused,
i15yj8b,6,excited,
i15ymo5,6,amused,
i15ynuy,6,shocked,
i15ynuy,6,excited,
i15ynuy,6,confused,
i15ynuy,6,sad,
i15zutx,6,confused,
i160441,6,excited,
i160441,6,confused,
i160f1c,6,confused,
i160f1c,6,impressed,
i160gsr,6,confused,
i160gsr,6,impressed,
i160hd0,6,confused,
i1614lo,6,confused,
i1614lo,6,impressed,
i161571,6,confused,
i161a1e,6,scared,
i161ck0,6,confused,
i161ck0,6,impressed,
i161gdm,6,shocked,
i161gdm,6,confused,
i162qyt,6,scared,
i162qyt,6,shocked,
i162uvt,6,confused,
i162uvt,6,curious,
i163l1f,6,confused,
i163l1f,6,curious,
i163lri,6,confused,
i163lri,6,impressed,
i163s3z,6,excited,
i163s3z,6,impressed,
i164162,6,confused,
i164dlx,6,confused,
i164h0i,6,excited,
i164h0i,6,confused,
i165379,6,confused,
i165cn5,6,confused,
i165e09,6,confused,
i165e09,6,impressed,
i165uit,6,scared,
i165uit,6,impressed,
i165yt7,6,confused,
i1660ju,6,confused,
i16616x,6,impressed,
i1668h3,6,confused,
i1668h3,6,impressed,
i166p7d,6,confused,
i166rup,6,confused,
i166rup,6,impressed,
i166tlw,6,confused,
i166tlw,6,amused,
i1670gx,6,confused,
i1677qv,6,confused,
i167isf,6,confused,
i167t6x,6,confused,
i167vaz,6,confused,
i167vaz,6,impressed,
i16800q,6,confused,
i168wzh,6,confused,
i168wzh,6,curious,
i169a0j,6,confused,
i169a0j,6,amused,
i169fji,6,sad,
i169fji,6,confused,
i169raf,6,confused,
i169ui7,6,curious,
i169ui7,6,thoughtful,
i16ab7s,6,confused,
i16ab7s,6,disappointed,
i16blfz,6,confused,
i16blfz,6,impressed,
i16c1ks,6,confused,
i16c1ks,6,excited,
i16c6dw,6,confused,
i16c6dw,6,impressed,
i16cfhg,6,confused,
i16cfhg,6,shocked,
i16cm23,6,confused,
i16cwzk,6,confused,
i16czfc,6,confused,
i16czfc,6,impressed,
i16di9i,6,confused,
i16dmn8,6,amused,
i16e8xz,6,confused,
i16fe6k,6,confused,
i16fe6k,6,annoyed,
i16fzjy,6,confused,
i16fzjy,6,curious,
i16fzjy,6,concerned,
i16gzei,6,confused,
i16gzei,6,speculative,
i16h7zj,6,impressed,
i16hd5b,6,confused,
i16hd5b,6,disappointed,
i16i2ad,6,confused,
i16ikc9,6,confused,
i16j2ly,6,impressed,
i16j2ly,6,excited,
i16l6wl,6,confused,
i16lwy3,6,confused,
i16lykz,6,confused,
i16m4wg,6,confused,
i16m4wg,6,scared,
i16mneo,6,confused,
i16mneo,6,shocked,
i16nfoc,6,confused,
i16nfoc,6,impressed,
i16nwlj,6,confused,
i16nwlj,6,amused,
i16o6k2,6,confused,
i16o6k2,6,annoyed,
i16odzv,6,confused,
i16odzv,6,impressed,
i16oj3w,6,confused,
i16oj3w,6,scared,
i16ox6d,6,shocked,
i16ox6d,6,excited,
i16ox6d,6,confused,
i16q6qh,6,excited,
i16q6qh,6,confused,
i16qsz0,6,confused,
i16qsz0,6,impressed,
i16r8f2,6,confused,
i16r8f2,6,impressed,
i16riuk,6,confused,
i16riuk,6,sad,
i16rx7w,6,confused,
i16rx7w,6,scared,
i16sg0s,6,confused,
i16sg0s,6,annoyed,
i16uefn,6,sad,
i16uefn,6,excited,
i16uf1i,6,confused,
i16uvrq,6,excited,
i16uvrq,6,impressed,
i16vpw8,6,love,
i16vpw8,6,impressed,
i16vr89,6,confused,
i16vr89,6,impressed,
i16wced,6,confused,
i16wvjk,6,confused,
i16wvjk,6,impressed,
i16x0ja,6,confused,
i16xe0w,6,confused,
i16xe0w,6,disappointed,
i16xlw6,6,confused,
i16yh24,6,confused,
i16z2vg,6,disappointed,
i16z2vg,6,confused,
i17087c,6,shocked,
i17087c,6,disappointed,
i170wkr,6,confused,
i170wkr,6,curious,
i171kz4,6,confused,
i171uzr,6,confused,
i172iv8,6,curious,
i172iv8,6,suspicious,
i1739rb,6,confused,
i173mre,6,confused,
i173mre,6,angry,
i173qtf,6,confused,
i173qtf,6,angry,
i173xp8,6,love,
i173xp8,6,sad,
i174aui,6,confused,
i174aui,6,curious,
i174d95,6,confused,
i174j88,6,confused,
i174j88,6,shocked,
i174j88,6,annoyed,
i174myg,6,excited,
i174myg,6,confused,
i174wsc,6,disappointed,
i174z9a,6,impressed,
i1766jd,6,confused,
i1769sz,6,angry,
i1769sz,6,confused,
i176svx,6,curious,
i176svx,6,thoughtful,
i176x7l,6,confused,
i176yvt,6,confused,
i176yvt,6,excited,
i176yvt,6,impressed,
i177err,6,confused,
i177err,6,angry,
i177rm8,6,shocked,
i177rm8,6,amused,
i177x6f,6,impressed,
i178nws,6,confused,
i178nws,6,scared,
i178upy,6,confused,
i178upy,6,impressed,
i179jtv,6,confused,
i179jtv,6,scared,
i179jtv,6,angry,
i179ljm,6,excited,
i179ljm,6,curious,
i17a0h5,6,angry,
i17a0h5,6,disappointed,
i17arqh,6,confused,
i17arqh,6,impressed,
i17axc9,6,confused,
i17ba3j,6,confused,
i17ba3j,6,impressed,
i17bw2v,6,confused,
i17c8bj,6,confused,
i17dbuf,6,confused,
i17dbuf,6,curious,
i17ew44,6,confused,
i17fmem,6,confused,
i17fttq,6,shocked,
i17fttq,6,confused,
i17g9ff,6,confused,
i17gd24,6,confused,
i17gfi4,6,amused,
i17gfi4,6,impressed,
i17gwyu,6,sad,
i17h01r,6,confused,
i17h01r,6,impressed,
i17hlsy,6,confused,
i17hlsy,6,impressed,
i17hstr,6,impressed,
i17hzd2,6,confused,
i17hzd2,6,impressed,
i17hzuh,6,confused,
i17hzuh,6,disappointed,
i17i3uz,6,amused,
i17i7io,6,confused,
i17i7io,6,impressed,
i17im3g,6,confused,
i17irsa,6,confused,
i17is3x,6,shocked,
i17is3x,6,confused,
i17is3x,6,angry,
i17j9gy,6,confused,
i17j9gy,6,curious,
i17jwvl,6,confused,
i17lk24,6,confused,
i17lk24,6,disappointed,
i17lojq,6,confused,
i17m52w,6,confused,
i17m52w,6,amused,
i17mvag,6,confused,
i17mydt,6,angry,
i17mydt,6,impressed,
i17n7wh,6,confused,
i17n8d3,6,confused,
i17nfmx,6,confused,
i17nxwu,6,confused,
i17odb1,6,confused,
i17of79,6,confused,
i17of79,6,concerned,
i17orje,6,hopeful,
i17orje,6,thoughtful,
i17p2xh,6,amused,
i17p6gb,6,impressed,
i17piia,6,confused,
i17ptha,6,confused,
i17ptha,6,excited,
i17q6ap,6,confused,
i17q6ap,6,impressed,
i17qwht,6,confused,
i17qwht,6,curious,
i17qxiy,6,confused,
i17qxiy,6,impressed,
i17r64f,6,confused,
i17r64f,6,impressed,
i17rdr5,6,confused,
i17rdr5,6,curious,
i17rkj3,6,confused,
i17s2wh,6,shocked,
i17s2wh,6,confused,
i17s4t4,6,amused,
i17t7t9,6,confused,
i17t7t9,6,impressed,
i17tpj9,6,confused,
i17tpj9,6,impressed,
i17tpyc,6,excited,
i17tpyc,6,love,
i17u9ie,6,confused,
i17uah8,6,amused,
i17ukhr,6,confused,
i17uo3n,6,confused,
i17uo3n,6,impressed,
i17uqhr,6,confused,
i17uqhr,6,impressed,
i17uqr3,6,confused,
i17v4ys,6,confused,
i17v4ys,6,impressed,
i17v5v3,6,impressed,
i17v5v3,6,confused,
i17wpwx,6,confused,
i17x6sf,6,impressed,
i17x6sf,6,confused,
i17y3cs,6,confused,
i17y3cs,6,impressed,
i17ygsx,6,confused,
i17yyfr,6,confused,
i17yyfr,6,impressed,
i17z4nb,6,confused,
i17z4nb,6,excited,
i1803rc,6,confused,
i1803rc,6,excited,
i180ieq,6,excited,
i180ieq,6,confused,
i180qc2,6,excited,
i180qc2,6,impressed,
i180vbh,6,disappointed,
i180vbh,6,confused,
i181bxa,6,confused,
i181ge2,6,confused,
i181sfy,6,confused,
i181sfy,6,annoyed,
i182ajh,6,excited,
i182ajh,6,curious,
i1837q8,6,confused,
i184dj2,6,confused,
i184mcy,6,confused,
i184mcy,6,impressed,
i1854ja,6,confused,
i1854ja,6,curious,
i185kw2,6,confused,
i185kw2,6,amused,
i185lks,6,impressed,
i185lks,6,love,
i185omm,6,impressed,
i185ygx,6,confused,
i1868on,6,impressed,
i1869xs,6,confused,
i186i2p,6,confused,
i186son,6,confused,
i186son,6,amused,
i186y3o,6,amused,
i186y3o,6,confused,
i187gc8,6,impressed,
i187gc8,6,love,
i188m1b,6,disappointed,
i189g7i,6,confused,
i189g7i,6,scared,
i189qt3,6,confused,
i189qt3,6,impressed,
i189y7k,6,confused,
i18absx,6,confused,
i18ai2b,6,confused,
i18aw0c,6,excited,
i18aw0c,6,impressed,
i18b299,6,confused,
i18bmhm,6,confused,
i18cd4i,6,confused,
i18cfdr,6,confused,
i18cfdr,6,curious,
i18dc4m,6,confused,
i18deq7,6,confused,
i18ef76,6,confused,
i18efr2,6,confused,
i18efr2,6,impressed,
i18fl3t,6,excited,
i18hdow,6,curious,
i18i0jb,6,confused,
i18ifqr,6,confused,
i18j6le,6,excited,
i18j6le,6,curious,
i18jags,6,confused,
i18jags,6,impressed,
i18kwlx,6,confused,
i18kwlx,6,angry,
i18ld9g,6,excited,
i18lffk,6,confused,
i18lffk,6,curious,
i18mrsk,6,excited,
i18n15n,6,confused,
i18nphr,6,confused,
i18nphr,6,amused,
i18o0gp,6,sad,
i18o4c5,6,impressed,
i18o4z2,6,impressed,
i18o59q,6,concerned,
i18o59q,6,thoughtful,
i18ofvp,6,excited,
i18ofvp,6,sad,
i18ok33,6,confused,
i18outk,6,amused,
i18outk,6,confused,
i18pjmq,6,curious,
i18pjmq,6,speculative,
i18pssy,6,curious,
i18pssy,6,speculative,
i18px4g,6,confused,
i18q295,6,confused,
i18q295,6,impressed,
i18qqb4,6,confused,
i18qrsc,6,impressed,
i18qrsc,6,excited,
i18r5g6,6,confused,
i18rc8x,6,shocked,
i18rc8x,6,confused,
i18sj6d,6,confused,
i18sn2k,6,confused,
i18t39u,6,confused,
i18te75,6,confused,
i18ubec,6,confused,
i18uh2a,6,impressed,
i18urs3,6,confused,
i18urs3,6,angry,
i18uxfq,6,confused,
i18v93e,6,confused,
i18v93e,6,curious,
i18viaf,6,confused,
i18vqtn,6,excited,
i18vqtn,6,confused,
i18w9bh,6,confused,
i18w9bh,6,amused,
i18wdxj,6,impressed,
i18wusp,6,confused,
i18wusp,6,disappointed,
i18x2ym,6,confused,
i18x3mp,6,disappointed,
i18x3mp,6,confused,
i18xpdu,6,confused,
i18ykjv,6,confused,
i18ykjv,6,scared,
i18z13f,6,confused,
i1905g3,6,confused,
i1905g3,6,annoyed,
i1908z6,6,sad,
i1908z6,6,angry,
i190koz,6,excited,
i190koz,6,confused,
i190s69,6,angry,
i190s69,6,excited,
i1915jr,6,confused,
i1915jr,6,impressed,
i191a43,6,confused,
i191kc3,6,confused,
i191pqj,6,excited,
i191pqj,6,impressed,
i1927iw,6,confused,
i192x0e,6,confused,
i192x0e,6,impressed,
i193vec,6,confused,
i193vec,6,impressed,
i1942g0,6,excited,
i1942g0,6,amused,
i194zld,6,confused,
i194zld,6,impressed,
i195nf7,6,confused,
i1961d7,6,confused,
i19728p,6,confused,
