comment_id,episode,theory_id,endorsement,confidence
hzgohoq,4,4,strong,high
hzgppt0,4,3,implied,high
hzgs4yz,4,3,implied,high
hzgu2zs,4,4,implied,medium
hzgybjs,4,3,implied,high
hzgybjs,4,4,implied,high
hzh1ocz,4,3,implied,high
hzh1ocz,4,4,strong,high
hzh3rnr,4,3,implied,high
hzh4yop,4,1,implied,high
hzh5ntp,4,3,implied,medium
hzh6zbc,4,3,mentioned,high
hzh7kqa,4,3,mentioned,high
hzh7kqa,4,4,mentioned,high
hzh96n2,4,3,implied,high
hzhgajy,4,4,implied,high
hzhgp66,4,3,implied,high
hzhlztf,4,3,mentioned,high
hzhmr8c,4,3,strong|implied|mentioned|rejected,high
hzhptou,4,1,implied,high
hzhptou,4,2,implied,high
hzhwwao,4,1,mentioned,medium
hzi3bdl,4,3,implied,medium
hzi471y,4,1,implied,high
hzi96ye,4,3,implied,medium
hziauhz,4,1,implied,medium
hzih2fk,4,3,implied,high
hzilaj5,4,3,implied,high
hzimyob,4,2,implied,high
hzinfot,4,3,strong,high
hzit17m,4,2,implied,medium
hziutld,4,3,implied,high
hziv8u8,4,3,implied,high
hzj3sb0,4,2,implied,medium
hzj3sb0,4,3,strong,high
hzj5nw3,4,2,implied,medium
hzj6n3z,4,3,implied,high
hzj8g4n,4,3,mentioned,high
hzj8lj2,4,4,implied,high
hzj956q,4,2,rejected,high
hzja7np,4,3,implied,high
hzjbf2k,4,3,mentioned,high
hzjbmwv,4,3,mentioned,high
hzjej5u,4,3,implied,high
hzjfaz2,4,1,implied,high
hzjfaz2,4,3,implied,medium
hzjlrxi,4,3,mentioned,medium
hzjmq77,4,3,mentioned,medium
hzjoby1,4,3,implied,medium
hzjozfe,4,1,mentioned,medium
hzjozfe,4,3,mentioned,medium
hzjpgv6,4,1,mentioned,high
hzjpgv6,4,2,implied,medium
hzjqu93,4,3,implied,high
hzju6zd,4,3,implied,high
hzk28oj,4,3,implied,medium
hzk2mbb,4,2,implied,high
hzk3m40,4,3,strong,high
hzkc6ee,4,2,implied,medium
hzkcyv1,4,3,implied,medium
hzkexr4,4,3,mentioned,medium
hzkfsqw,4,2,implied,high
hzkfvn4,4,3,implied,high
hzkg6by,4,3,mentioned,high
hzkp5p3,4,2,implied,medium
hzkpta5,4,3,implied,medium
hzkqbzg,4,3,implied,high
hzktn22,4,3,implied,high
hzkwx0v,4,3,implied,medium
hzkxqv7,4,3,mentioned,medium
hzkzrx5,4,3,implied,medium
hzl83fi,4,3,implied,high
hzlekel,4,1,implied,medium
hzleo8h,4,3,mentioned,medium
hzljw8m,4,4,mentioned,medium
hzllcnt,4,4,mentioned,medium
hzlwim3,4,2,implied,medium
hzmbpjh,4,2,implied,high
hzmbpjh,4,4,implied,medium
hzmbtcz,4,3,implied,high
hzmbtcz,4,4,strong,high
hzmdufy,4,3,implied,high
hzmj5lb,4,3,implied,high
hzn20gs,4,1,implied,medium
hzn78n2,4,4,implied,medium
hzn7mcv,4,2,implied,medium
hzn8m39,4,3,implied,high
hzn9ggm,4,3,implied,high
hznbr1d,4,3,implied,high
hzncj90,4,4,implied,high
hznero6,4,4,implied,medium
hznl36e,4,4,mentioned,medium
hznzwpt,4,3,mentioned,high
hznzwpt,4,4,mentioned,high
hzo1qev,4,3,implied,high
hzods16,4,3,implied,high
hzokrch,4,1,mentioned,high
hzokrch,4,3,mentioned,high
hzolsmj,4,3,implied,high
hzonh83,4,4,mentioned,high
hzoqowr,4,3,implied,medium
hzotx0b,4,3,implied,high
hzou8bw,4,1,implied,high
hzoxfp4,4,2,implied,high
hzq2bau,4,3,implied,high
hzqdncl,4,3,mentioned,medium
hzqn6vd,4,2,implied,high
hzqsu7w,4,3,mentioned,high
hzqtcc5,4,3,strong,high
hzqwlme,4,3,implied,high
hzr0szo,4,2,implied,medium
hzr484c,4,3,implied,medium
hzr68v7,4,3,strong,high
hzrrc36,4,2,implied,medium
hzrxsy3,4,3,strong,high
hzsx82h,4,2,implied,medium
hzsypgm,4,3,implied,medium
hzt3iav,4,3,implied,high
hzt7iz7,4,3,mentioned,medium
hzty2fk,4,3,strong|implied|mentioned|rejected,high
hzuqanb,4,3,implied,high
hzuv39j,4,2,implied,medium
hzvg0md,4,2,implied,medium
hzwolu4,4,3,implied,high
hzwr8ym,4,3,implied,medium
hzx3ine,4,4,implied,high
hzxaeb3,4,3,implied,high
hzxek17,4,3,strong,high
i00g1fd,4,3,implied,high
i00xmng,4,3,implied,high
i010fko,4,2,implied,medium
i01o2uw,4,3,implied,high
i02nwar,4,1,rejected,high
i02pgsl,4,4,implied,medium
i03s0r5,4,3,implied,high
i04npyn,4,3,mentioned,high
i04npyn,4,4,implied,high
i06cq2u,4,1,mentioned,high
i06kkr9,4,3,implied,high
i07i9rx,4,3,implied,high
i07kdkj,4,3,mentioned,medium
i0b9ysn,4,2,implied,medium
i0gwgfk,4,3,implied,high
i0gwn4e,4,2,implied,medium
i0gwxpu,4,3,implied,medium
i0jmt10,4,3,implied,high
i0n87xl,4,3,implied,medium
i0rqxi1,4,1,implied,high
i124zgx,4,3,strong,high
i1ys94a,4,4,implied,high
i2hgok1,4,3,implied,high
i2hgok1,4,4,strong,high
i2vq4px,4,3,implied,medium
i384qtt,4,3,implied,high
i384qtt,4,4,implied,high
i3b2s21,4,4,implied,medium
i3qjaln,4,2,implied,medium
i3sc8fy,4,3,implied,high
i5n681d,4,3,implied,high
i607lkj,4,4,implied,medium
i6jhkxo,4,3,mentioned,medium
i6jigt7,4,4,implied,medium
i6ziaia,4,3,implied,high
i71eema,4,3,implied,high
i80w74v,4,3,mentioned,medium
i8ak9nx,4,3,implied,high
i8al3dp,4,2,implied,high
i8al3dp,4,3,implied,high
i8ltte5,4,3,implied,high
i8luook,4,3,implied,high
ikkgy1s,4,3,implied,high
il81r7w,4,1,mentioned,medium
iodf48z,4,3,implied,high
iucae7p,4,3,implied,medium
i06ubje,5,1,mentioned,high
i06uwy0,5,1,implied,high
i06yi4x,5,3,mentioned,medium
i06yjhf,5,2,implied,high
i06ylk6,5,3,implied,high
i06z99m,5,2,implied,high
i06zdeh,5,3,implied,high
i06zhr1,5,2,implied,medium
i06zz8b,5,2,mentioned,high
i0706ug,5,3,strong,high
i070cgl,5,3,implied,medium
i070nnk,5,1,mentioned,high
i07185v,5,3,mentioned,medium
i071abo,5,1,mentioned,medium
i071f51,5,3,implied,medium
i071mcy,5,1,implied,high
i071ppm,5,3,implied,medium
i071tdk,5,3,mentioned,high
i071tzw,5,1,implied,medium
i071xkc,5,3,implied,medium
i0721t1,5,2,mentioned,medium
i0727dh,5,3,mentioned,high
i072fok,5,3,implied,high
i073gbt,5,3,strong|implied|mentioned|rejected,high
i073hvh,5,1,mentioned,medium
i073lbh,5,3,implied,high
i073nl6,5,1,mentioned,high
i073xd9,5,2,mentioned,medium
i073yh2,5,3,mentioned,medium
i074a0m,5,3,mentioned,high
i076bsy,5,3,implied,medium
i0771ps,5,2,implied,medium
i0771ps,5,3,implied,high
i0774o9,5,1,implied,medium
i0777fy,5,1,implied,medium
i077ahk,5,3,mentioned,high
i077tt7,5,2,implied,medium
i078tkx,5,2,implied,medium
i0796ur,5,2,implied,high
i079pgs,5,1,mentioned,medium
i079rtd,5,1,strong,high
i079uj8,5,2,implied,high
i079xaj,5,1,mentioned,medium
i07a4hq,5,3,implied,medium
i07aymc,5,3,implied,medium
i07bvx3,5,1,implied,medium
i07c2kw,5,3,mentioned,medium
i07cpde,5,1,mentioned,high
i07dtdt,5,2,mentioned,medium
i07dupt,5,3,strong,high
i07e859,5,3,implied,high
i07ec07,5,3,mentioned,high
i07ehji,5,3,implied,high
i07ejiq,5,3,mentioned,medium
i07esjc,5,3,strong,high
i07fcmk,5,3,strong,high
i07fnbk,5,3,strong,high
i07fv5w,5,3,mentioned,high
i07g15d,5,1,implied,medium
i07gc4r,5,3,implied,high
i07hac3,5,3,implied,medium
i07hera,5,2,implied,medium
i07hq8r,5,3,implied,high
i07htco,5,1,implied,medium
i07i02n,5,3,strong,high
i07idbd,5,3,strong,high
i07ip6c,5,3,mentioned,high
i07ivmp,5,3,implied,medium
i07k9fu,5,1,mentioned,medium
i07kkwf,5,3,mentioned,high
i07m6l3,5,3,mentioned,high
i07mirs,5,3,implied,high
i07mw24,5,1,mentioned,high
i07nhsm,5,1,mentioned,medium
i07np8k,5,3,implied,high
i07p69d,5,3,implied,high
i07q8vp,5,3,implied,high
i07rkk1,5,3,implied,high
i07ttzm,5,1,implied,medium
i07vjwy,5,1,mentioned,high
i07xw94,5,3,mentioned,high
i07yk9n,5,1,implied,medium
i0862xt,5,2,implied,medium
i0862xt,5,3,implied,high
i087b59,5,2,implied,medium
i0881tx,5,1,mentioned,medium
i08844i,5,1,mentioned,medium
i0884f7,5,3,implied,high
i088tul,5,1,implied,medium
i088tul,5,3,implied,medium
i089fb4,5,1,mentioned,medium
i08b68l,5,3,mentioned,medium
i08bfi5,5,1,mentioned,medium
i08bxxh,5,3,implied,medium
i08c8vi,5,3,mentioned,medium
i08ccjg,5,3,mentioned,high
i08e14y,5,1,mentioned,high
i08e14y,5,3,strong,high
i08egmz,5,3,strong,high
i08epzc,5,2,implied,medium
i08epzc,5,3,strong,high
i08fr9e,5,3,strong|implied|mentioned|rejected,high
i08i4ye,5,3,mentioned,medium
i08i697,5,3,implied,medium
i08iv9y,5,3,implied,high
i08l4xz,5,3,implied,high
i08n0fz,5,1,mentioned,medium
i08oikd,5,1,mentioned,medium
i08oikd,5,3,implied,medium
i08phcm,5,3,mentioned,high
i08pocf,5,3,implied,high
i08r52z,5,2,implied,medium
i08rh80,5,3,implied,high
i08s63r,5,3,mentioned,medium
i08sewo,5,3,rejected,high
i08ti3y,5,3,mentioned,medium
i08tlri,5,3,strong,high
i08tsl4,5,3,strong,high
i08tw8j,5,3,mentioned,high
i08upzh,5,3,implied,medium
i08uuoj,5,1,implied,high
i08uzp7,5,3,implied,high
i08v9c0,5,3,implied,medium
i08va36,5,1,implied,high
i08vr8g,5,3,implied,medium
i08wdvl,5,3,mentioned,high
i08wseq,5,1,mentioned,high
i08wyba,5,1,mentioned,medium
i08x6nn,5,3,implied,high
i0922r3,5,3,mentioned,medium
i096m7j,5,3,strong|implied|mentioned|rejected,high
i097d6v,5,3,strong,high
i097v8o,5,3,implied,high
i098d09,5,3,implied,high
i098ytg,5,1,implied,medium
i09a0jk,5,3,implied,high
i09ar3w,5,3,rejected,high
i09arsn,5,3,implied,high
i09blcl,5,2,implied,medium
i09blcl,5,3,strong|implied,high
i09cb6m,5,2,strong,high
i09dg3s,5,2,implied,high
i09dmbk,5,3,strong|implied,high
i09fatc,5,3,strong,high
i09h9dt,5,3,strong,high
i09i4cp,5,3,mentioned,medium
i09jacg,5,1,mentioned,medium
i09jr3x,5,3,mentioned,medium
i09k837,5,3,mentioned,high
i09lyjz,5,3,mentioned,medium
i09n2nl,5,3,implied,high
i09od83,5,3,mentioned,high
i09oqkw,5,2,implied,medium
i09oqkw,5,3,implied,high
i09ph5i,5,1,mentioned,medium
i09q0f1,5,1,mentioned,medium
i09qrgi,5,3,implied,medium
i09rwac,5,1,strong,high
i09rwac,5,3,strong|implied,medium
i09s9i3,5,3,implied,medium
i09snqz,5,3,implied,high
i09tj9b,5,3,implied,medium
i09tmzb,5,2,implied,medium
i09tmzb,5,3,strong,high
i09utba,5,3,mentioned,high
i09wy08,5,3,mentioned,medium
i0a0g1x,5,3,rejected,high
i0a0tgz,5,3,strong,high
i0a1ial,5,1,mentioned,medium
i0a3drh,5,1,implied,high
i0a51i4,5,3,mentioned,high
i0a5wt2,5,2,implied,medium
i0a6nzj,5,3,implied,high
i0a6q3w,5,3,implied,medium
i0a9dgi,5,3,mentioned,high
i0a9uk7,5,1,implied,medium
i0act8m,5,2,implied,medium
i0adrsj,5,2,mentioned,medium
i0aezji,5,3,mentioned,medium
i0afr7k,5,3,mentioned,medium
i0aneqf,5,1,implied,medium
i0at23z,5,1,mentioned,medium
i0at23z,5,3,implied,medium
i0atwme,5,3,implied,high
i0avp6l,5,3,strong,high
i0ax7f5,5,1,implied,medium
i0b0ici,5,3,implied,high
i0b107j,5,2,mentioned,high
i0b1d4d,5,3,implied,high
i0b1tpf,5,3,implied,high
i0b1uxg,5,3,mentioned,high
i0b1z3s,5,3,mentioned,high
i0b2zc2,5,3,implied,high
i0b3q4z,5,2,implied,medium
i0b4p8c,5,1,implied,medium
i0b4p8c,5,3,implied,medium
i0b66oh,5,3,implied,medium
i0b6fyy,5,3,rejected,high
i0b6to3,5,3,mentioned,medium
i0b75md,5,3,implied,high
i0b7bgo,5,3,strong,high
i0b89fw,5,3,implied,high
i0b8d6v,5,2,implied,medium
i0b8d6v,5,3,implied,high
i0b8djc,5,3,mentioned,medium
i0b8n48,5,3,mentioned,medium
i0b8w90,5,3,implied,medium
i0b9l2q,5,2,mentioned,medium
i0b9l2q,5,3,mentioned,high
i0b9pt1,5,3,implied,high
i0ba69k,5,1,strong,high
i0bakpw,5,1,rejected,high
i0bbqij,5,3,implied,high
i0bc8gr,5,3,mentioned,high
i0bcucx,5,3,implied,medium
i0bdzv5,5,3,mentioned,high
i0be25o,5,3,implied,high
i0bfmr3,5,1,implied,high
i0bgesg,5,1,mentioned,medium
i0bja4s,5,1,mentioned,medium
i0bklf4,5,3,implied,high
i0bo7tk,5,1,mentioned,medium
i0bqc6b,5,3,mentioned,high
i0bqhce,5,1,mentioned,medium
i0br5ig,5,3,strong,high
i0brgvf,5,3,mentioned,high
i0brn18,5,3,strong,high
i0brsqa,5,3,implied,high
i0brw7u,5,3,strong,high
i0bs4e8,5,1,mentioned,medium
i0bt6dn,5,2,implied,high
i0buffw,5,3,implied,medium
i0buxh7,5,1,implied,high
i0buy7b,5,3,mentioned,medium
i0bv38y,5,3,implied,medium
i0bw8qe,5,3,mentioned,medium
i0bwxib,5,3,implied,high
i0bxwml,5,1,mentioned,medium
i0bydt4,5,3,implied,high
i0byxl2,5,3,implied,high
i0c1f8y,5,1,mentioned,medium
i0c33uo,5,1,mentioned,medium
i0c3k8a,5,3,strong,high
i0c49b0,5,3,implied,high
i0c55cy,5,3,implied,medium
i0c7jez,5,1,mentioned,medium
i0c7o0a,5,3,implied,medium
i0c7rm9,5,3,mentioned,high
i0c80hi,5,1,mentioned,high
i0c8m0p,5,1,implied,medium
i0c944q,5,3,implied,high
i0ca8up,5,3,strong,high
i0cbftt,5,1,mentioned,high
i0cbmdd,5,3,implied,high
i0cbq6x,5,3,implied,medium
i0cc2hj,5,3,strong|implied|mentioned|rejected,high
i0cemmy,5,1,mentioned,high
i0cg6xd,5,3,strong|implied|mentioned|rejected,high
i0cigt8,5,3,implied,high
i0cijuv,5,3,implied,high
i0cj2c8,5,1,implied,medium
i0cnqre,5,3,mentioned,medium
i0cnyra,5,1,implied,medium
i0cs8si,5,3,mentioned,medium
i0cu1ma,5,3,strong,high
i0cuils,5,3,mentioned,high
i0cvdch,5,1,rejected,high
i0cy4ts,5,1,implied,medium
i0d1bqf,5,3,implied,high
i0d2838,5,3,implied,medium
i0d48ua,5,3,implied,medium
i0d5ab6,5,3,mentioned,high
i0d6cdg,5,3,implied,high
i0d89s8,5,1,mentioned,medium
i0dgv7v,5,3,implied,high
i0dkpgb,5,1,mentioned,medium
i0dmzga,5,2,implied,high
i0dql84,5,1,mentioned,medium
i0dxo6a,5,1,mentioned,medium
i0e01ti,5,1,mentioned,medium
i0e3wtj,5,1,mentioned,high
i0e3wtj,5,3,implied,medium
i0e5cwf,5,3,mentioned,medium
i0e6oxo,5,3,implied,medium
i0e6zw2,5,3,mentioned,medium
i0ee2sk,5,2,implied,medium
i0ellhe,5,1,mentioned,medium
i0emfqq,5,3,implied,medium
i0eni6k,5,3,strong,high
i0er3jq,5,1,strong,high
i0er3jq,5,3,implied,medium
i0ev368,5,3,mentioned,medium
i0fa9p5,5,3,implied,medium
i0fd5b7,5,3,strong,high
i0ff4ss,5,3,implied,high
i0fhm2s,5,1,implied,medium
i0fhs1y,5,3,strong,high
i0fjq6c,5,3,implied,medium
i0flakx,5,3,implied,high
i0flfk6,5,3,implied,medium
i0flt94,5,3,mentioned,medium
i0fmstg,5,3,implied,high
i0fpcz6,5,3,implied,high
i0ft7jw,5,3,mentioned,medium
i0fusyl,5,3,implied,medium
i0gblkx,5,3,implied,high
i0gipvk,5,2,implied,high
i0gipvk,5,3,implied,high
i0gj5g7,5,3,implied,high
i0gl0fk,5,3,mentioned,high
i0glwog,5,2,implied,medium
i0gta9z,5,3,strong,high
i0gzaiz,5,3,mentioned,medium
i0hnu3w,5,3,implied,high
i0hsmzd,5,3,implied,medium
i0i8xjd,5,1,implied,high
i0iuqot,5,3,implied,medium
i0j4fp1,5,3,mentioned,high
i0j8erd,5,1,mentioned,high
i0jk1eh,5,3,implied,high
i0juehp,5,3,implied,medium
i0jvw8o,5,3,implied,medium
i0jzirp,5,3,implied,high
i0k1n6i,5,1,mentioned,high
i0kb5hl,5,3,strong|implied|mentioned|rejected,high
i0ke5nd,5,3,implied,high
i0kr2nf,5,3,mentioned,medium
i0kuxhr,5,3,implied,high
i0l9h6m,5,1,implied,high
i0le6z9,5,3,strong,high
i0lhsed,5,1,implied,high
i0lxccf,5,2,implied,high
i0mnwzq,5,3,mentioned,medium
i0no5dn,5,3,implied,high
i0nygds,5,3,implied,high
i0o1oxq,5,3,mentioned,high
i0odon1,5,3,implied,high
i0p7foi,5,3,implied,medium
i0p9kus,5,3,mentioned,medium
i0pgn8n,5,3,implied,high
i0plakl,5,3,implied,medium
i0pm0ua,5,2,rejected,medium
i0pwdsq,5,3,strong,high
i0q0jqk,5,1,mentioned,medium
i0q6bng,5,1,rejected,high
i0q9ovp,5,3,strong,high
i0qrx2e,5,1,implied,medium
i0rtjth,5,3,rejected,high
i0s9vfx,5,1,mentioned,medium
i0smr1l,5,3,implied,high
i0snm9w,5,3,implied,medium
i0tr2mi,5,3,implied,medium
i0u2a03,5,1,strong|implied|mentioned|rejected,medium
i0unc3q,5,2,implied,high
i0uswjm,5,3,mentioned,high
i0vg9zr,5,3,strong,high
i0wa0gx,5,3,implied,medium
i0wv5f5,5,1,mentioned,medium
i0y5lqn,5,1,mentioned,high
i0y6xoo,5,3,implied,medium
i0yfsa6,5,3,strong,high
i0yityn,5,3,implied,high
i0ziu1g,5,3,mentioned,medium
i0zm5wj,5,1,implied,high
i0zvwju,5,3,implied,medium
i1030oe,5,3,implied,medium
i11w6ha,5,1,strong,high
i11x6cl,5,3,implied,high
i122vyn,5,3,implied,high
i12xd2i,5,1,mentioned,high
i138we5,5,1,mentioned,high
i138we5,5,3,mentioned,high
i2dgtoq,5,1,mentioned,medium
i2dnjl9,5,3,implied,high
i39yuds,5,3,implied,medium
i502xsf,5,3,implied,high
i61yr5f,5,1,implied,high
i6pk1kb,5,3,implied,high
i6w8b3h,5,3,implied,high
i70fkwu,5,3,implied,high
i8c71mu,5,1,mentioned,medium
i8c8a1d,5,3,implied,medium
ibuuzv0,5,3,implied,high
ibvs402,5,1,implied,high
ibvw1rx,5,1,mentioned,medium
iekufg6,5,3,implied,medium
ipufhw6,5,1,mentioned,medium
ixxav7e,5,3,implied,high
j1vhvkb,5,3,mentioned,medium
i13i08n,6,1,mentioned,high
i13mbdj,6,1,mentioned,high
i13mdaf,6,2,implied,high
i13mlb6,6,2,mentioned,high
i13moxe,6,1,mentioned,medium
i13msvf,6,1,mentioned,medium
i13mv9t,6,2,implied,high
i13n29r,6,1,mentioned,high
i13n8ky,6,2,implied,high
i13nbmk,6,2,strong|implied|mentioned|rejected,high
i13nj4n,6,2,strong|implied,high
i13nqgo,6,1,mentioned,medium
i13ocx4,6,2,implied,medium
i13ondo,6,1,mentioned,medium
i13op9c,6,1,mentioned,medium
i13opyi,6,1,implied,medium
i13pto8,6,2,implied,high
i13pw71,6,3,implied,medium
i13pzg9,6,1,implied,medium
i13q0ol,6,1,implied,high
i13qge4,6,2,strong|implied|mentioned|rejected,high
i13r5xv,6,1,implied,high
i13r7cf,6,1,mentioned,medium
i13rdjx,6,1,implied,medium
i13rkt0,6,1,implied,high
i13rpxv,6,1,mentioned,medium
i13rvey,6,2,implied,high
i13rygh,6,1,implied,medium
i13slo2,6,3,implied,medium
i13snh4,6,1,mentioned,medium
i13sxv4,6,3,implied,medium
i13t07o,6,1,implied,high
i13t3im,6,1,implied,medium
i13t4c3,6,3,implied,high
i13u8fz,6,1,mentioned,medium
i13ujm4,6,1,mentioned,medium
i13umb3,6,1,implied,high
i13uymj,6,1,implied,medium
i13vb8m,6,1,implied,high
i13vdc1,6,3,mentioned,high
i13vkih,6,1,mentioned,medium
i13vlhf,6,3,implied,medium
i13vsaj,6,1,mentioned,medium
i13vu11,6,1,mentioned,medium
i13vzfs,6,2,strong|implied|mentioned|rejected,high
i13w6ti,6,1,mentioned,medium
i13w77n,6,3,implied,medium
i13wc8k,6,1,mentioned,medium
i13whmx,6,1,mentioned,medium
i13wia6,6,3,mentioned,medium
i13wngi,6,2,implied,medium
i13wnu9,6,1,mentioned,medium
i13wrz2,6,1,mentioned,medium
i13wz28,6,2,implied,high
i13x12z,6,1,implied,high
i13x7gc,6,1,implied,high
i13xbat,6,1,mentioned,medium
i13xic4,6,1,strong|implied|mentioned|rejected,high
i13y2b5,6,1,mentioned,medium
i13ybxq,6,1,implied,high
i13yh4l,6,2,strong|implied,high
i13ytaj,6,1,implied,high
i13z0bs,6,1,implied,medium
i13z83t,6,1,mentioned,medium
i13zaw7,6,1,implied,high
i13zcmm,6,2,implied,medium
i13zdzz,6,1,mentioned,medium
i13zmcw,6,1,implied,medium
i140epo,6,1,rejected,high
i140h8r,6,1,implied,high
i140lc7,6,1,mentioned,medium
i140sor,6,2,implied,medium
i1414sp,6,3,strong,high
i141nsa,6,1,implied,medium
i142dwm,6,1,implied,medium
i142mav,6,1,mentioned,medium
i142phn,6,1,mentioned,high
i14380x,6,1,mentioned,high
i143gvr,6,1,rejected,high
i143ivt,6,1,mentioned,medium
i143jyh,6,1,mentioned,medium
i143mm5,6,1,mentioned,medium
i144dfa,6,2,implied,high
i144g3n,6,2,implied,medium
i144h7v,6,1,implied,medium
i1452gw,6,3,mentioned,medium
i1458yh,6,1,implied,medium
i145p3a,6,1,implied,medium
i145s3p,6,1,mentioned,high
i145s96,6,2,implied,medium
i145wj0,6,1,mentioned,medium
i145zzg,6,2,strong|implied|mentioned|rejected,high
i1466h4,6,1,implied,high
i146mln,6,1,implied,medium
i146yrc,6,1,mentioned,medium
i147bfp,6,2,strong,medium
i147byt,6,1,mentioned,medium
i147lx1,6,1,strong|implied|mentioned|rejected,high
i147rck,6,1,mentioned,medium
i147zl7,6,2,strong|implied,high
i148gtd,6,2,implied,medium
i148obo,6,3,implied,medium
i148up1,6,2,implied,high
i1493b0,6,1,mentioned,high
i149h7t,6,2,strong|implied|mentioned|rejected,high
i149hx5,6,1,rejected,high
i149isr,6,1,implied,high
i149ms9,6,1,implied,medium
i149x6f,6,1,mentioned,medium
i14a4v6,6,3,implied,medium
i14ahpd,6,2,implied,high
i14ai5b,6,3,implied,high
i14as3j,6,1,strong|implied,high
i14awro,6,1,mentioned,medium
i14azi9,6,1,mentioned,medium
i14b9zx,6,3,mentioned,high
i14bmig,6,1,mentioned,medium
i14bvr4,6,3,implied,medium
i14byyy,6,1,mentioned,medium
i14bzbh,6,1,mentioned,medium
i14c613,6,1,implied,high
i14chll,6,1,mentioned,medium
i14clgq,6,3,mentioned,medium
i14dxwl,6,1,mentioned,medium
i14dypv,6,3,strong,high
i14ey4p,6,1,mentioned,high
i14f621,6,1,mentioned,high
i14fhlj,6,1,strong|implied|mentioned|rejected,high
i14g0lv,6,2,implied,medium
i14g9yc,6,1,mentioned,high
i14ggt6,6,1,mentioned,high
i14gnsl,6,2,implied,medium
i14hiel,6,1,mentioned,high
i14j82w,6,1,mentioned,medium
i14je31,6,1,mentioned,medium
i14jjum,6,2,strong|implied|mentioned|rejected,high
i14jo0c,6,3,implied,medium
i14jqdu,6,3,implied,high
i14o5kp,6,1,mentioned,medium
i14p2ru,6,1,rejected,high
i14pgkf,6,1,strong,high
i14ps2i,6,3,implied,medium
i14q615,6,1,mentioned,medium
i14qzp0,6,2,implied,high
i14r2v9,6,1,mentioned,medium
i14rido,6,2,implied,high
i14rl1p,6,1,mentioned,medium
i14s1jk,6,2,implied,medium
i14ti35,6,3,implied,medium
i14uh8g,6,1,rejected,medium
i14y9ng,6,1,mentioned,high
i14ybvi,6,1,mentioned,high
i150hw1,6,1,implied,medium
i151kwe,6,3,implied,high
i152pdb,6,1,implied,high
i152xxq,6,1,mentioned,high
i1533x9,6,1,mentioned,high
i153789,6,1,mentioned,medium
i1538c1,6,2,strong,high
i153iz1,6,1,mentioned,high
i153ovf,6,3,mentioned,high
i154cn1,6,1,implied,medium
i15508b,6,1,implied,medium
i15510p,6,1,implied,medium
i156ezj,6,2,implied,medium
i1576k7,6,1,mentioned,medium
i158gz6,6,1,mentioned,medium
i1595a1,6,1,mentioned,medium
i15a6ia,6,1,strong,high
i15a70l,6,1,mentioned,high
i15ai1f,6,1,mentioned,high
i15aszz,6,1,implied,high
i15azgf,6,1,implied,high
i15bir1,6,1,mentioned,medium
i15c8is,6,1,implied,high
i15c8rj,6,1,implied,medium
i15cpqh,6,1,implied,medium
i15cryp,6,1,mentioned,medium
i15d5s9,6,1,implied,medium
i15eoq0,6,1,implied,medium
i15ez5a,6,1,mentioned,medium
i15fcgb,6,1,implied,high
i15g7t4,6,1,implied,high
i15hksm,6,3,implied,medium
i15k7pv,6,2,implied,high
i15k9ye,6,1,mentioned,medium
i15kdeq,6,1,implied,high
i15l4id,6,1,mentioned,medium
i15lm2o,6,2,strong,high
i15ltih,6,1,implied,medium
i15mgpq,6,2,strong,high
i15nbbq,6,2,mentioned,high
i15ny2h,6,1,implied,high
i15nyf1,6,1,mentioned,high
i15qejp,6,1,implied,high
i15rck3,6,1,implied,medium
i15s63k,6,1,mentioned,medium
i15sior,6,1,implied,medium
i15suaw,6,1,implied,medium
i15sz7j,6,2,strong|implied|mentioned|rejected,high
i15tj4t,6,1,strong|implied,high
i15tmzb,6,1,mentioned,medium
i15u2di,6,2,mentioned,medium
i15uf2k,6,1,mentioned,high
i15vgfl,6,1,mentioned,high
i15vnsj,6,3,mentioned,high
i15vt51,6,1,implied,medium
i15w8fh,6,1,strong|implied,high
i15w9uk,6,2,implied,high
i15xoji,6,1,mentioned,high
i15xzce,6,1,mentioned,medium
i15y93j,6,1,implied,medium
i15ymo5,6,1,mentioned,medium
i15ynuy,6,1,implied,high
i160441,6,1,implied,high
i160f1c,6,1,mentioned,medium
i160gsr,6,1,implied,high
i1614lo,6,1,mentioned,medium
i161571,6,1,mentioned,medium
i161a1e,6,1,mentioned,medium
i162qyt,6,1,mentioned,medium
i162uvt,6,1,implied,high
i163l1f,6,2,mentioned,high
i163lri,6,1,mentioned,medium
i164162,6,1,implied,medium
i165cn5,6,1,implied,medium
i165e09,6,3,implied,medium
i165yt7,6,1,implied,medium
i16616x,6,1,mentioned,medium
i166tlw,6,1,mentioned,medium
i16800q,6,1,mentioned,medium
i168wzh,6,1,mentioned,medium
i169ui7,6,1,implied,medium
i16ab7s,6,1,mentioned,medium
i16c1ks,6,1,mentioned,medium
i16fzjy,6,1,mentioned,medium
i16i2ad,6,1,mentioned,high
i16j2ly,6,2,strong|implied|mentioned|rejected,high
i16mneo,6,3,implied,medium
i16oj3w,6,3,implied,medium
i16q6qh,6,2,strong|implied|mentioned|rejected,high
i16rx7w,6,3,implied,high
i16sg0s,6,1,rejected,high
i16vr89,6,1,mentioned,high
i16wced,6,1,mentioned,medium
i16wvjk,6,1,mentioned,medium
i16x0ja,6,1,mentioned,medium
